Date,Sales,Open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,year_norm,day_year_sin,day_year_cos,dow_sin,dow_cos,day_month_sin,day_month_cos
2013-02-12,5119.0,1,0,0,1,1,1,1,0.0,0.6740694616546161,0.7386679638813748,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.758758122692791
2013-02-13,4804.0,1,0,0,1,1,1,1,0.0,0.6866759803451553,0.726963615332308,0.4338837391175582,-0.900968867902419,0.48530196253108104,-0.8743466161445821
2013-02-14,5056.0,1,0,0,1,1,1,1,0.0,0.6990793005655562,0.7150441465537444,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488
2013-02-15,5215.0,1,0,0,1,1,1,1,0.0,0.7112757519738152,0.7029130847082615,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895
2013-02-16,3779.0,1,0,1,1,1,1,1,0.0,0.7232617254437388,0.6905740195722293,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952
2013-02-17,0.0,0,0,1,1,1,1,1,0.0,0.7350336741329413,0.6780306024735382,-2.4492935982947064e-16,1.0,-0.2993631229733582,-0.9541392564000488
2013-02-18,8262.0,1,1,1,1,1,1,1,0.0,0.746588114532413,0.6652865452111116,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822
2013-02-19,6450.0,1,1,1,1,1,1,1,0.0,0.7579216274973472,0.6523456189565257,0.9749279121818236,-0.2225209339563143,-0.651372482722222,-0.7587581226927911
2013-02-20,6535.0,1,1,1,1,1,1,1,0.0,0.7690308592589181,0.6392116531380588,0.4338837391175582,-0.900968867902419,-0.7907757369376986,-0.6121059825476627
2013-02-21,6252.0,1,1,1,1,1,1,1,0.0,0.7799125224167177,0.6258885343075018,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423
2013-02-22,6796.0,1,1,1,1,1,1,1,0.0,0.7905633969115482,0.612380204990065,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213
2013-02-23,3403.0,1,0,1,1,1,1,1,0.0,0.8009803309782905,0.5986906625177214,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355
2013-02-24,0.0,0,0,1,1,1,1,1,0.0,0.8111602420785621,0.5848239578463322,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667
2013-02-25,5660.0,1,0,1,1,1,1,1,0.0,0.8211001178128892,0.5707841943569036,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203
2013-02-26,5471.0,1,0,1,1,1,1,1,0.0,0.8307970168121247,0.5565755266413303,0.9749279121818236,-0.2225209339563143,-0.8486442574947509,0.5289640103269624
2013-02-27,5280.0,1,0,1,1,1,1,1,0.0,0.8402480696078469,0.5422021592729844,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865
2013-02-28,6524.0,1,0,1,1,1,1,1,0.0,0.8494504794814806,0.527668345562516,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763
2013-03-01,6755.0,1,0,1,1,1,1,1,0.0,0.8584015232918917,0.512978386299228,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945
2013-03-02,4257.0,1,0,1,1,1,1,1,0.0,0.8670985522812081,0.4981366284784055,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306
2013-03-03,0.0,0,0,1,1,1,1,1,0.0,0.8755389928586302,0.4831474640149687,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763
2013-03-04,8596.0,1,1,1,1,1,1,1,0.0,0.8837203473619977,0.4680153284438345,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866
2013-03-05,8057.0,1,1,1,1,1,1,1,0.0,0.8916401947968874,0.452744699607371,0.9749279121818236,-0.2225209339563143,0.8486442574947509,0.5289640103269624
2013-03-06,7243.0,1,1,1,1,1,1,1,0.0,0.8992961915530253,0.4373400963303323,0.4338837391175582,-0.900968867902419,0.9377521321470804,0.3473052528448203
2013-03-07,6867.0,1,1,1,1,1,1,1,0.0,0.9066860720977984,0.4218060770826634,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767
2013-03-08,6630.0,1,1,1,1,1,1,1,0.0,0.9138076496466616,0.4061472386305789,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264
2013-03-09,3450.0,1,0,1,1,1,1,1,0.0,0.9206588168102428,0.3903682146763026,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204
2013-03-10,0.0,0,0,1,1,1,1,1,0.0,0.9272375462179536,0.374473674486883,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344
2013-03-11,5680.0,1,0,1,1,1,1,1,0.0,0.9335418911179212,0.3584683215124808,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626
2013-03-12,5579.0,1,0,1,1,1,1,1,0.0,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.758758122692791
2013-03-13,5129.0,1,0,1,1,1,1,1,0.0,0.945320046913132,0.3261441535642696,0.4338837391175582,-0.900968867902419,0.48530196253108104,-0.8743466161445821
2013-03-14,5697.0,1,0,1,1,1,1,1,0.0,0.9507903724625832,0.3098349038318025,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488
2013-03-15,5838.0,1,0,1,1,1,1,1,0.0,0.9559793438440766,0.2934339689665273,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895
2013-03-16,3750.0,1,0,1,1,1,1,1,0.0,0.9608854255574976,0.2769462022689364,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952
2013-03-17,0.0,0,0,1,1,1,1,1,0.0,0.9655071658143364,0.2603764827344581,-2.4492935982947064e-16,1.0,-0.2993631229733582,-0.9541392564000488
2013-03-18,7907.0,1,1,1,1,1,1,1,0.0,0.969843196967294,0.2437297136096838,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822
2013-03-19,6603.0,1,1,1,1,1,1,1,0.0,0.9738922359149924,0.2270108209414184,0.9749279121818236,-0.2225209339563143,-0.651372482722222,-0.7587581226927911
2013-03-20,7506.0,1,1,1,1,1,1,1,0.0,0.977653084481664,0.2102247521189836,0.4338837391175582,-0.900968867902419,-0.7907757369376986,-0.6121059825476627
2013-03-21,6335.0,1,1,1,1,1,1,1,0.0,0.981124629771712,0.1933764744102058,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423
2013-03-22,6745.0,1,1,1,1,1,1,1,0.0,0.984305844499033,0.1764709734915216,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213
2013-03-23,3582.0,1,0,1,1,1,1,1,0.0,0.9871957872910084,0.1595132519726365,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355
2013-03-24,0.0,0,0,1,1,1,1,1,0.0,0.9897936029670716,0.1425083279161708,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667
2013-03-25,8285.0,1,1,1,1,1,1,1,0.0,0.992098522791769,0.1254612333527364,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203
2013-03-26,8286.0,1,1,1,1,1,1,1,0.0,0.9941098647022418,0.108377012791876,0.9749279121818236,-0.2225209339563143,-0.8486442574947509,0.5289640103269624
2013-03-27,8296.0,1,1,1,1,1,1,1,0.0,0.9958270335100596,0.0912607217293118,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865
2013-03-28,10228.0,1,1,1,1,1,1,1,0.0,0.9972495210773452,0.0741174251509443,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763
2013-03-29,0.0,0,1,0,0,1,0,1,0.0,0.998376906467142,0.0569521960340397,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306
2013-03-30,5249.0,1,0,1,1,1,1,1,0.0,0.9992088560679752,0.0397701138460557,-0.7818314824680299,0.6234898018587334,-0.20129852008866114,0.9795299412524943
2013-03-31,0.0,0,0,1,1,1,1,1,0.0,0.9997451236925734,0.0225762630415454,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2013-04-01,0.0,0,0,0,0,1,0,1,0.0,0.9999855506507186,0.0053757315575838,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945
2013-04-02,7028.0,1,0,0,1,1,1,1,0.0,0.9999300657962056,-0.0118263906918325,0.9749279121818236,-0.2225209339563143,0.39435585511331855,0.9189578116202306
2013-04-03,6066.0,1,0,0,1,1,1,1,0.0,0.9995786855478958,-0.0290250133219752,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763
2013-04-04,5359.0,1,0,0,1,1,1,1,0.0,0.9989315138848576,-0.0462150469837083,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866
2013-04-05,5798.0,1,0,0,1,1,1,1,0.0,0.9979887423155984,-0.0633914048695103,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624
2013-04-06,3297.0,1,0,1,1,1,1,1,0.0,0.9967506498213928,-0.0805490042187416,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203
2013-04-07,0.0,0,0,1,1,1,1,1,0.0,0.9952176027737294,-0.0976827678217159,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767
2013-04-08,7883.0,1,1,1,1,1,1,1,0.0,0.9933900548258936,-0.114787625522127,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.05064916883871264
2013-04-09,7676.0,1,1,1,1,1,1,1,0.0,0.9912685467787256,-0.1318585157173911,0.9749279121818236,-0.2225209339563143,0.9680771188662043,-0.2506525322587204
2013-04-10,6645.0,1,1,1,1,1,1,1,0.0,0.9888537064205885,-0.1488903868564548,0.4338837391175582,-0.900968867902419,0.8978045395707416,-0.4403941515576344
2013-04-11,6389.0,1,1,1,1,1,1,1,0.0,0.986146248341595,-0.1658781989346314,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626
2013-04-12,6520.0,1,1,1,1,1,1,1,0.0,0.98314697372215,-0.1828169249850199,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791
2013-04-13,3121.0,1,0,1,1,1,1,1,0.0,0.9798567700958664,-0.1997015525660636,-0.7818314824680299,0.6234898018587334,0.48530196253108104,-0.8743466161445821
2013-04-14,0.0,0,0,1,1,1,1,1,0.0,0.976276611086932,-0.2165270852448143,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488
2013-04-15,5683.0,1,0,1,1,1,1,1,0.0,0.9724075561219968,-0.2332885440754551,0.7818314824680298,0.6234898018587336,0.10116832198743272,-0.994869323391895
2013-04-16,5641.0,1,0,1,1,1,1,1,0.0,0.9682507501166718,-0.2499809690726521,0.9749279121818236,-0.2225209339563143,-0.10116832198743204,-0.9948693233918952
2013-04-17,5758.0,1,0,1,1,1,1,1,0.0,0.9638074231367308,-0.2665994206792935,0.4338837391175582,-0.900968867902419,-0.2993631229733582,-0.9541392564000488
2013-04-18,5156.0,1,0,1,1,1,1,1,0.0,0.9590788900341132,-0.2831389812281835,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822
2013-04-19,5872.0,1,0,1,1,1,1,1,0.0,0.9540665500578388,-0.2995947563972602,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911
2013-04-20,4166.0,1,0,1,1,1,1,1,0.0,0.9487718864399473,-0.3159618766579029,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627
2013-04-21,0.0,0,0,1,1,1,1,1,0.0,0.9431964659565866,-0.3322354987159043,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423
2013-04-22,8100.0,1,1,1,1,1,1,1,0.0,0.9373419384643772,-0.3484108069446808,0.7818314824680298,0.6234898018587336,-0.9680771188662041,-0.2506525322587213
2013-04-23,7543.0,1,1,1,1,1,1,1,0.0,0.9312100364121948,-0.3644830148102912,0.9749279121818236,-0.2225209339563143,-0.9987165071710528,-0.05064916883871355
2013-04-24,6514.0,1,1,1,1,1,1,1,0.0,0.9248025743285088,-0.3804473662878516,0.4338837391175582,-0.900968867902419,-0.9884683243281114,0.15142777750457667
2013-04-25,6212.0,1,1,1,1,1,1,1,0.0,0.9181214482844364,-0.3962991372689181,-0.433883739117558,-0.9009688679024191,-0.9377521321470804,0.3473052528448203
2013-04-26,6598.0,1,1,1,1,1,1,1,0.0,0.9111686353326632,-0.4120336369594263,-0.9749279121818236,-0.2225209339563146,-0.8486442574947509,0.5289640103269624
2013-04-27,3346.0,1,0,1,1,1,1,1,0.0,0.9039461929224012,-0.4276462092677746,-0.7818314824680299,0.6234898018587334,-0.72479278722912,0.6889669190756865
2013-04-28,0.0,0,0,1,1,1,1,1,0.0,0.8964562582905575,-0.4431322341826345,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763
2013-04-29,8088.0,1,1,1,1,1,1,1,0.0,0.8887010478292915,-0.4584871291400876,0.7818314824680298,0.6234898018587336,-0.3943558551133187,0.9189578116202306
2013-04-30,9810.0,1,1,1,1,1,1,1,0.0,0.8806828564301475,-0.47370635037968,0.9749279121818236,-0.2225209339563143,-0.20129852008866114,0.9795299412524943
2013-05-01,0.0,0,1,1,0,0,1,1,0.0,0.8724040568049612,-0.4887853942889926,0.4338837391175582,-0.900968867902419,0.20129852008866006,0.9795299412524945
2013-05-02,8943.0,1,1,1,1,1,1,1,0.0,0.8638670987837349,-0.503719798736334,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306
2013-05-03,8164.0,1,1,1,1,1,1,1,0.0,0.8550745085896932,-0.518505144391157,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763
2013-05-04,3620.0,1,0,1,1,1,1,1,0.0,0.8460288880917339,-0.533137056031809,-0.7818314824680299,0.6234898018587334,0.72479278722912,0.6889669190756866
2013-05-05,0.0,0,0,1,1,1,1,1,0.0,0.8367329140344921,-0.5476112038402312,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624
2013-05-06,5918.0,1,0,1,1,1,1,1,0.0,0.8271893372462497,-0.5619233046832195,0.7818314824680298,0.6234898018587336,0.9377521321470804,0.3473052528448203
2013-05-07,6581.0,1,0,1,1,1,1,1,0.0,0.8174009818249189,-0.5760691233798758,0.9749279121818236,-0.2225209339563143,0.9884683243281114,0.1514277775045767
2013-05-08,7143.0,1,0,1,1,1,1,1,0.0,0.8073707443023492,-0.5900444739548627,0.4338837391175582,-0.900968867902419,0.9987165071710528,-0.05064916883871264
2013-05-09,0.0,0,0,1,0,0,1,1,0.0,0.7971015927871943,-0.6038452208771035,-0.433883739117558,-0.9009688679024191,0.9680771188662043,-0.2506525322587204
2013-05-10,6355.0,1,0,0,1,1,1,1,0.0,0.7865965660866021,-0.6174672802835514,-0.9749279121818236,-0.2225209339563146,0.8978045395707416,-0.4403941515576344
2013-05-11,4094.0,1,0,1,1,1,1,1,0.0,0.7758587728069828,-0.6309066211876704,-0.7818314824680299,0.6234898018587334,0.7907757369376989,-0.6121059825476626
2013-05-12,0.0,0,0,1,1,1,1,1,0.0,0.7648913904341225,-0.6441592666722685,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791
2013-05-13,8389.0,1,1,1,1,1,1,1,0.0,0.753697664392914,-0.6572212950663319,0.7818314824680298,0.6234898018587336,0.48530196253108104,-0.8743466161445821
2013-05-14,7179.0,1,1,1,1,1,1,1,0.0,0.742280907086982,-0.6700888411055113,0.9749279121818236,-0.2225209339563143,0.29936312297335804,-0.9541392564000488
2013-05-15,7219.0,1,1,1,1,1,1,1,0.0,0.7306444969184916,-0.6827580970759147,0.4338837391175582,-0.900968867902419,0.10116832198743272,-0.994869323391895
2013-05-16,6902.0,1,1,1,1,1,1,1,0.0,0.7187918772884232,-0.6952253139408722,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952
2013-05-17,7346.0,1,1,1,1,1,1,1,0.0,0.7067265555776158,-0.7074868024503348,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488
2013-05-18,3822.0,1,0,1,1,1,1,1,0.0,0.6944521021088763,-0.719538934232584,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822
2013-05-19,0.0,0,0,1,1,1,1,1,0.0,0.6819721490904629,-0.7313781428679254,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911
2013-05-20,0.0,0,0,0,0,0,1,1,0.0,0.6692903895412567,-0.7430009249440493,0.7818314824680298,0.6234898018587336,-0.7907757369376986,-0.6121059825476627
2013-05-21,7053.0,1,0,0,1,1,1,1,0.0,0.6564105761979381,-0.7544038410927472,0.9749279121818236,-0.2225209339563143,-0.8978045395707417,-0.44039415155763423
2013-05-22,5498.0,1,0,0,1,1,1,1,0.0,0.6433365204044917,-0.765583517007675,0.4338837391175582,-0.900968867902419,-0.9680771188662041,-0.2506525322587213
2013-05-23,6249.0,1,0,1,1,1,1,1,0.0,0.6300720909843687,-0.7765366444428655,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355
2013-05-24,6397.0,1,0,1,1,1,1,1,0.0,0.6166212130956382,-0.7872599821916922,-0.9749279121818236,-0.2225209339563146,-0.9884683243281114,0.15142777750457667
2013-05-25,4100.0,1,0,1,1,1,1,1,0.0,0.6029878670694714,-0.7977503570459932,-0.7818314824680299,0.6234898018587334,-0.9377521321470804,0.3473052528448203
2013-05-26,0.0,0,0,1,1,1,1,1,0.0,0.5891760872322963,-0.8080046647350754,-2.4492935982947064e-16,1.0,-0.8486442574947509,0.5289640103269624
2013-05-27,7806.0,1,1,1,1,1,1,1,0.0,0.5751899607119775,-0.8180198708443174,0.7818314824680298,0.6234898018587336,-0.72479278722912,0.6889669190756865
2013-05-28,6508.0,1,1,1,1,1,1,1,0.0,0.5610336262283677,-0.8277930117131022,0.9749279121818236,-0.2225209339563143,-0.5712682150947924,0.8207634412072763
2013-05-29,6571.0,1,1,1,1,1,1,1,0.0,0.5467112728685939,-0.8373211953118121,0.4338837391175582,-0.900968867902419,-0.3943558551133187,0.9189578116202306
2013-05-30,6594.0,1,1,1,0,0,1,1,0.0,0.5322271388474397,-0.8466016020976267,-0.433883739117558,-0.9009688679024191,-0.20129852008866114,0.9795299412524943
2013-05-31,9521.0,1,1,1,1,1,1,1,0.0,0.5175855102531889,-0.8556314858488706,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2013-06-01,4282.0,1,0,1,1,1,1,1,0.0,0.5027907197793043,-0.8644081744776648,-0.7818314824680299,0.6234898018587334,0.20129852008866006,0.9795299412524945
2013-06-02,0.0,0,0,1,1,1,1,1,0.0,0.4878471454423119,-0.8729290708206411,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306
2013-06-03,7155.0,1,1,1,1,1,1,1,0.0,0.4727592092862775,-0.881191653407483,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763
2013-06-04,7563.0,1,1,1,1,1,1,1,0.0,0.4575313760742512,-0.8891934772070711,0.9749279121818236,-0.2225209339563143,0.72479278722912,0.6889669190756866
2013-06-05,7138.0,1,1,1,1,1,1,1,0.0,0.442168151967072,-0.8969321743510065,0.4338837391175582,-0.900968867902419,0.8486442574947509,0.5289640103269624
2013-06-06,6780.0,1,1,1,1,1,1,1,0.0,0.4266740831899246,-0.9044054548343,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203
2013-06-07,7755.0,1,1,1,1,1,1,1,0.0,0.4110537546870351,-0.911611107193024,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767
2013-06-08,4357.0,1,0,1,1,1,1,1,0.0,0.3953117887649151,-0.9185469991587164,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264
2013-06-09,0.0,0,0,1,1,1,1,1,0.0,0.3794528437245443,-0.925211078289358,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204
2013-06-10,6669.0,1,0,1,1,1,1,1,0.0,0.3634816124829063,-0.9316013725767188,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344
