day_week,fecha,Sales,Customers,is_open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,Year,day_year,day_month,is_weekend,month
5,2013-05-18,3822.0,434.0,1,0,0,0,0,0,0,2013,138,18,1,4
6,2013-05-19,0.0,0.0,0,0,0,0,0,0,0,2013,139,19,1,4
0,2013-05-20,0.0,0.0,0,0,1,1,1,0,0,2013,140,20,0,4
1,2013-05-21,7053.0,864.0,1,0,1,0,0,0,0,2013,141,21,0,4
2,2013-05-22,5498.0,686.0,1,0,1,0,0,0,0,2013,142,22,0,4
3,2013-05-23,6249.0,763.0,1,0,0,0,0,0,0,2013,143,23,0,4
4,2013-05-24,6397.0,780.0,1,0,0,0,0,0,0,2013,144,24,0,4
5,2013-05-25,4100.0,449.0,1,0,0,0,0,0,0,2013,145,25,1,4
6,2013-05-26,0.0,0.0,0,0,0,0,0,0,0,2013,146,26,1,4
0,2013-05-27,7806.0,864.0,1,1,0,0,0,0,0,2013,147,27,0,4
1,2013-05-28,6508.0,749.0,1,1,0,0,0,0,0,2013,148,28,0,4
2,2013-05-29,6571.0,779.0,1,1,0,0,0,0,0,2013,149,29,0,4
3,2013-05-30,6594.0,742.0,1,1,0,1,1,0,0,2013,150,30,0,4
4,2013-05-31,9521.0,1003.0,1,1,0,0,0,0,0,2013,151,31,0,4
5,2013-06-01,4282.0,445.0,1,0,0,0,0,0,0,2013,152,1,1,5
6,2013-06-02,0.0,0.0,0,0,0,0,0,0,0,2013,153,2,1,5
0,2013-06-03,7155.0,768.0,1,1,0,0,0,0,0,2013,154,3,0,5
1,2013-06-04,7563.0,807.0,1,1,0,0,0,0,0,2013,155,4,0,5
2,2013-06-05,7138.0,780.0,1,1,0,0,0,0,0,2013,156,5,0,5
3,2013-06-06,6780.0,781.0,1,1,0,0,0,0,0,2013,157,6,0,5
4,2013-06-07,7755.0,907.0,1,1,0,0,0,0,0,2013,158,7,0,5
5,2013-06-08,4357.0,475.0,1,0,0,0,0,0,0,2013,159,8,1,5
6,2013-06-09,0.0,0.0,0,0,0,0,0,0,0,2013,160,9,1,5
0,2013-06-10,6669.0,815.0,1,0,0,0,0,0,0,2013,161,10,0,5
1,2013-06-11,6184.0,768.0,1,0,0,0,0,0,0,2013,162,11,0,5
2,2013-06-12,6109.0,781.0,1,0,0,0,0,0,0,2013,163,12,0,5
3,2013-06-13,5472.0,731.0,1,0,0,0,0,0,0,2013,164,13,0,5
4,2013-06-14,6440.0,744.0,1,0,0,0,0,0,0,2013,165,14,0,5
5,2013-06-15,3951.0,448.0,1,0,0,0,0,0,0,2013,166,15,1,5
6,2013-06-16,0.0,0.0,0,0,0,0,0,0,0,2013,167,16,1,5
0,2013-06-17,7995.0,931.0,1,1,0,0,0,0,0,2013,168,17,0,5
1,2013-06-18,7317.0,794.0,1,1,0,0,0,0,0,2013,169,18,0,5
2,2013-06-19,6975.0,797.0,1,1,0,0,0,0,0,2013,170,19,0,5
3,2013-06-20,6298.0,765.0,1,1,0,0,0,0,0,2013,171,20,0,5
4,2013-06-21,7285.0,831.0,1,1,0,0,0,0,0,2013,172,21,0,5
5,2013-06-22,4501.0,501.0,1,0,0,0,0,0,0,2013,173,22,1,5
6,2013-06-23,0.0,0.0,0,0,0,0,0,0,0,2013,174,23,1,5
0,2013-06-24,6394.0,783.0,1,0,0,0,0,0,0,2013,175,24,0,5
1,2013-06-25,4942.0,626.0,1,0,0,0,0,0,0,2013,176,25,0,5
2,2013-06-26,5938.0,717.0,1,0,0,0,0,0,0,2013,177,26,0,5
3,2013-06-27,5988.0,715.0,1,0,0,0,0,0,0,2013,178,27,0,5
4,2013-06-28,7437.0,842.0,1,0,0,0,0,0,0,2013,179,28,0,5
5,2013-06-29,4460.0,459.0,1,0,0,0,0,0,0,2013,180,29,1,5
6,2013-06-30,0.0,0.0,0,0,0,0,0,0,0,2013,181,30,1,5
0,2013-07-01,9914.0,1037.0,1,1,0,0,0,0,0,2013,182,1,0,6
1,2013-07-02,7909.0,841.0,1,1,0,0,0,0,0,2013,183,2,0,6
2,2013-07-03,7496.0,825.0,1,1,0,0,0,0,0,2013,184,3,0,6
3,2013-07-04,6871.0,787.0,1,1,0,0,0,0,0,2013,185,4,0,6
4,2013-07-05,6723.0,807.0,1,1,0,0,0,0,0,2013,186,5,0,6
5,2013-07-06,3912.0,459.0,1,0,0,0,0,0,0,2013,187,6,1,6
6,2013-07-07,0.0,0.0,0,0,0,0,0,0,0,2013,188,7,1,6
0,2013-07-08,7090.0,843.0,1,0,0,0,0,0,0,2013,189,8,0,6
1,2013-07-09,5749.0,735.0,1,0,0,0,0,0,0,2013,190,9,0,6
2,2013-07-10,5765.0,722.0,1,0,0,0,0,0,0,2013,191,10,0,6
3,2013-07-11,5796.0,704.0,1,0,0,0,0,0,0,2013,192,11,0,6
4,2013-07-12,6575.0,784.0,1,0,0,0,0,0,0,2013,193,12,0,6
5,2013-07-13,4178.0,451.0,1,0,0,0,0,0,0,2013,194,13,1,6
6,2013-07-14,0.0,0.0,0,0,0,0,0,0,0,2013,195,14,1,6
0,2013-07-15,8493.0,918.0,1,1,1,0,0,0,0,2013,196,15,0,6
1,2013-07-16,7554.0,809.0,1,1,1,0,0,0,0,2013,197,16,0,6
2,2013-07-17,6913.0,790.0,1,1,1,0,0,0,0,2013,198,17,0,6
3,2013-07-18,6576.0,775.0,1,1,1,0,0,0,0,2013,199,18,0,6
4,2013-07-19,7280.0,823.0,1,1,1,0,0,0,0,2013,200,19,0,6
5,2013-07-20,3817.0,432.0,1,0,0,0,0,0,0,2013,201,20,1,6
6,2013-07-21,0.0,0.0,0,0,0,0,0,0,0,2013,202,21,1,6
0,2013-07-22,6092.0,753.0,1,0,1,0,0,0,0,2013,203,22,0,6
1,2013-07-23,5706.0,715.0,1,0,1,0,0,0,0,2013,204,23,0,6
2,2013-07-24,5702.0,693.0,1,0,1,0,0,0,0,2013,205,24,0,6
3,2013-07-25,5203.0,673.0,1,0,1,0,0,0,0,2013,206,25,0,6
4,2013-07-26,5370.0,666.0,1,0,1,0,0,0,0,2013,207,26,0,6
5,2013-07-27,3365.0,375.0,1,0,0,0,0,0,0,2013,208,27,1,6
6,2013-07-28,0.0,0.0,0,0,0,0,0,0,0,2013,209,28,1,6
0,2013-07-29,7860.0,856.0,1,1,1,0,0,0,0,2013,210,29,0,6
1,2013-07-30,7285.0,821.0,1,1,1,0,0,0,0,2013,211,30,0,6
2,2013-07-31,8941.0,904.0,1,1,1,0,0,0,0,2013,212,31,0,6
3,2013-08-01,7614.0,884.0,1,1,1,0,0,0,0,2013,213,1,0,7
4,2013-08-02,7097.0,804.0,1,1,1,0,0,0,0,2013,214,2,0,7
5,2013-08-03,3869.0,437.0,1,0,0,0,0,0,0,2013,215,3,1,7
6,2013-08-04,0.0,0.0,0,0,0,0,0,0,0,2013,216,4,1,7
0,2013-08-05,6104.0,798.0,1,0,1,0,0,0,0,2013,217,5,0,7
1,2013-08-06,5376.0,695.0,1,0,1,0,0,0,0,2013,218,6,0,7
2,2013-08-07,5704.0,705.0,1,0,1,0,0,0,0,2013,219,7,0,7
3,2013-08-08,5490.0,674.0,1,0,1,0,0,0,0,2013,220,8,0,7
4,2013-08-09,5659.0,631.0,1,0,1,0,0,0,0,2013,221,9,0,7
5,2013-08-10,3693.0,412.0,1,0,0,0,0,0,0,2013,222,10,1,7
6,2013-08-11,0.0,0.0,0,0,0,0,0,0,0,2013,223,11,1,7
0,2013-08-12,7464.0,862.0,1,1,1,0,0,0,0,2013,224,12,0,7
1,2013-08-13,6352.0,744.0,1,1,1,0,0,0,0,2013,225,13,0,7
2,2013-08-14,7249.0,825.0,1,1,1,0,0,0,0,2013,226,14,0,7
3,2013-08-15,6217.0,777.0,1,1,1,0,0,0,0,2013,227,15,0,7
4,2013-08-16,6380.0,783.0,1,1,1,0,0,0,0,2013,228,16,0,7
5,2013-08-17,3491.0,401.0,1,0,0,0,0,0,0,2013,229,17,1,7
6,2013-08-18,0.0,0.0,0,0,0,0,0,0,0,2013,230,18,1,7
0,2013-08-19,5933.0,748.0,1,0,1,0,0,0,0,2013,231,19,0,7
1,2013-08-20,5391.0,693.0,1,0,1,0,0,0,0,2013,232,20,0,7
2,2013-08-21,5685.0,721.0,1,0,1,0,0,0,0,2013,233,21,0,7
3,2013-08-22,5365.0,714.0,1,0,1,0,0,0,0,2013,234,22,0,7
4,2013-08-23,5853.0,746.0,1,0,1,0,0,0,0,2013,235,23,0,7
5,2013-08-24,3638.0,410.0,1,0,0,0,0,0,0,2013,236,24,1,7
6,2013-08-25,0.0,0.0,0,0,0,0,0,0,0,2013,237,25,1,7
0,2013-08-26,7736.0,887.0,1,1,0,0,0,0,0,2013,238,26,0,7
1,2013-08-27,7031.0,824.0,1,1,0,0,0,0,0,2013,239,27,0,7
2,2013-08-28,6443.0,767.0,1,1,0,0,0,0,0,2013,240,28,0,7
3,2013-08-29,6362.0,764.0,1,1,0,0,0,0,0,2013,241,29,0,7
4,2013-08-30,8711.0,946.0,1,1,0,0,0,0,0,2013,242,30,0,7
5,2013-08-31,3929.0,441.0,1,0,0,0,0,0,0,2013,243,31,1,7
6,2013-09-01,0.0,0.0,0,0,0,0,0,0,0,2013,244,1,1,8
0,2013-09-02,6533.0,827.0,1,0,0,0,0,0,0,2013,245,2,0,8
1,2013-09-03,5940.0,726.0,1,0,0,0,0,0,0,2013,246,3,0,8
2,2013-09-04,6322.0,770.0,1,0,0,0,0,0,0,2013,247,4,0,8
3,2013-09-05,5564.0,692.0,1,0,0,0,0,0,0,2013,248,5,0,8
4,2013-09-06,6108.0,747.0,1,0,0,0,0,0,0,2013,249,6,0,8
5,2013-09-07,3465.0,399.0,1,0,0,0,0,0,0,2013,250,7,1,8
6,2013-09-08,0.0,0.0,0,0,0,0,0,0,0,2013,251,8,1,8
0,2013-09-09,8207.0,882.0,1,1,0,0,0,0,0,2013,252,9,0,8
1,2013-09-10,7267.0,797.0,1,1,0,0,0,0,0,2013,253,10,0,8
2,2013-09-11,7434.0,831.0,1,1,0,0,0,0,0,2013,254,11,0,8
3,2013-09-12,6728.0,796.0,1,1,0,0,0,0,0,2013,255,12,0,8
4,2013-09-13,7310.0,775.0,1,1,0,0,0,0,0,2013,256,13,0,8
5,2013-09-14,3408.0,422.0,1,0,0,0,0,0,0,2013,257,14,1,8
6,2013-09-15,0.0,0.0,0,0,0,0,0,0,0,2013,258,15,1,8
0,2013-09-16,5625.0,750.0,1,0,0,0,0,0,0,2013,259,16,0,8
1,2013-09-17,5448.0,742.0,1,0,0,0,0,0,0,2013,260,17,0,8
2,2013-09-18,5013.0,662.0,1,0,0,0,0,0,0,2013,261,18,0,8
3,2013-09-19,5521.0,705.0,1,0,0,0,0,0,0,2013,262,19,0,8
4,2013-09-20,5424.0,674.0,1,0,0,0,0,0,0,2013,263,20,0,8
5,2013-09-21,3601.0,416.0,1,0,0,0,0,0,0,2013,264,21,1,8
6,2013-09-22,0.0,0.0,0,0,0,0,0,0,0,2013,265,22,1,8
0,2013-09-23,8462.0,909.0,1,1,0,0,0,0,0,2013,266,23,0,8
1,2013-09-24,7593.0,839.0,1,1,0,0,0,0,0,2013,267,24,0,8
2,2013-09-25,6689.0,787.0,1,1,0,0,0,0,0,2013,268,25,0,8
3,2013-09-26,5579.0,647.0,1,1,0,0,0,0,0,2013,269,26,0,8
4,2013-09-27,7168.0,834.0,1,1,0,0,0,0,0,2013,270,27,0,8
5,2013-09-28,3605.0,386.0,1,0,0,0,0,0,0,2013,271,28,1,8
6,2013-09-29,0.0,0.0,0,0,0,0,0,0,0,2013,272,29,1,8
0,2013-09-30,7368.0,895.0,1,0,0,0,0,0,0,2013,273,30,0,8
1,2013-10-01,6953.0,861.0,1,0,0,0,0,0,0,2013,274,1,0,9
2,2013-10-02,7239.0,881.0,1,0,0,0,0,0,0,2013,275,2,0,9
3,2013-10-03,0.0,0.0,0,0,0,1,1,0,0,2013,276,3,0,9
4,2013-10-04,7090.0,777.0,1,0,0,0,0,0,0,2013,277,4,0,9
5,2013-10-05,4016.0,469.0,1,0,0,0,0,0,0,2013,278,5,1,9
6,2013-10-06,0.0,0.0,0,0,0,0,0,0,0,2013,279,6,1,9
0,2013-10-07,9003.0,962.0,1,1,0,0,0,0,0,2013,280,7,0,9
1,2013-10-08,7720.0,861.0,1,1,0,0,0,0,0,2013,281,8,0,9
2,2013-10-09,7411.0,830.0,1,1,0,0,0,0,0,2013,282,9,0,9
3,2013-10-10,6387.0,689.0,1,1,0,0,0,0,0,2013,283,10,0,9
4,2013-10-11,7332.0,774.0,1,1,0,0,0,0,0,2013,284,11,0,9
5,2013-10-12,4319.0,444.0,1,0,0,0,0,0,0,2013,285,12,1,9
6,2013-10-13,0.0,0.0,0,0,0,0,0,0,0,2013,286,13,1,9
0,2013-10-14,6100.0,762.0,1,0,0,0,0,0,0,2013,287,14,0,9
1,2013-10-15,6328.0,790.0,1,0,0,0,0,0,0,2013,288,15,0,9
2,2013-10-16,5991.0,698.0,1,0,0,0,0,0,0,2013,289,16,0,9
3,2013-10-17,5722.0,710.0,1,0,0,0,0,0,0,2013,290,17,0,9
4,2013-10-18,5646.0,713.0,1,0,0,0,0,0,0,2013,291,18,0,9
5,2013-10-19,3411.0,393.0,1,0,0,0,0,0,0,2013,292,19,1,9
6,2013-10-20,0.0,0.0,0,0,0,0,0,0,0,2013,293,20,1,9
0,2013-10-21,8085.0,901.0,1,1,1,0,0,0,0,2013,294,21,0,9
1,2013-10-22,6422.0,727.0,1,1,1,0,0,0,0,2013,295,22,0,9
2,2013-10-23,6275.0,727.0,1,1,1,0,0,0,0,2013,296,23,0,9
3,2013-10-24,5975.0,743.0,1,1,1,0,0,0,0,2013,297,24,0,9
4,2013-10-25,6390.0,737.0,1,1,1,0,0,0,0,2013,298,25,0,9
5,2013-10-26,3155.0,378.0,1,0,0,0,0,0,0,2013,299,26,1,9
6,2013-10-27,0.0,0.0,0,0,0,0,0,0,0,2013,300,27,1,9
0,2013-10-28,5496.0,722.0,1,0,1,0,0,0,0,2013,301,28,0,9
1,2013-10-29,5396.0,705.0,1,0,1,0,0,0,0,2013,302,29,0,9
2,2013-10-30,7765.0,887.0,1,0,1,0,0,0,0,2013,303,30,0,9
3,2013-10-31,0.0,0.0,0,0,1,1,1,0,0,2013,304,31,0,9
4,2013-11-01,7299.0,797.0,1,0,1,0,0,0,0,2013,305,1,0,10
5,2013-11-02,4420.0,456.0,1,0,0,0,0,0,0,2013,306,2,1,10
6,2013-11-03,0.0,0.0,0,0,0,0,0,0,0,2013,307,3,1,10
0,2013-11-04,10075.0,1048.0,1,1,0,0,0,0,0,2013,308,4,0,10
1,2013-11-05,8141.0,872.0,1,1,0,0,0,0,0,2013,309,5,0,10
2,2013-11-06,7451.0,791.0,1,1,0,0,0,0,0,2013,310,6,0,10
3,2013-11-07,8047.0,840.0,1,1,0,0,0,0,0,2013,311,7,0,10
4,2013-11-08,6908.0,753.0,1,1,0,0,0,0,0,2013,312,8,0,10
5,2013-11-09,4284.0,480.0,1,0,0,0,0,0,0,2013,313,9,1,10
6,2013-11-10,0.0,0.0,0,0,0,0,0,0,0,2013,314,10,1,10
0,2013-11-11,6546.0,802.0,1,0,0,0,0,0,0,2013,315,11,0,10
1,2013-11-12,5977.0,729.0,1,0,0,0,0,0,0,2013,316,12,0,10
2,2013-11-13,5775.0,733.0,1,0,0,0,0,0,0,2013,317,13,0,10
3,2013-11-14,5595.0,673.0,1,0,0,0,0,0,0,2013,318,14,0,10
4,2013-11-15,6425.0,768.0,1,0,0,0,0,0,0,2013,319,15,0,10
5,2013-11-16,4294.0,458.0,1,0,0,0,0,0,0,2013,320,16,1,10
6,2013-11-17,0.0,0.0,0,0,0,0,0,0,0,2013,321,17,1,10
0,2013-11-18,8478.0,925.0,1,1,0,0,0,0,0,2013,322,18,0,10
